bus_id,name,vn_kv,type,zone,in_service,max_vm_pu,min_vm_pu,geo,voltage_level_kv
1024,1024,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-1.7091115379, -2.0187608922], ""type"": ""Point""}",132.0
1025,1025,33.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-1.8672151326, -3.4607617619], ""type"": ""Point""}",33.0
1026,1026,33.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-1.8224862847, 0.7910482422], ""type"": ""Point""}",33.0
1027,1027,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-2.2093426618, -0.3195868452], ""type"": ""Point""}",132.0
1028,1028,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-2.3054673996, -3.7208563833], ""type"": ""Point""}",132.0
1029,1029,33.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-2.0965936011, -5.0402431151], ""type"": ""Point""}",33.0
1030,1030,11.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-1.2030089528, -1.2017610218], ""type"": ""Point""}",11.0
1031,1031,33.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-1.3727933798, -1.4301853644], ""type"": ""Point""}",33.0
1032,1032,33.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-1.8729931704, -1.6269213265], ""type"": ""Point""}",33.0
1033,1033,33.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-2.3507677792, -1.7535119056], ""type"": ""Point""}",33.0
1034,1034,33.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-1.2836683111, 1.1942474052], ""type"": ""Point""}",33.0
1035,1035,33.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-1.4914050848, 0.9945863991], ""type"": ""Point""}",33.0
1036,1036,33.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-1.5771553587, -4.7355446077], ""type"": ""Point""}",33.0
1037,1037,33.0,b,1.0,True,1.06,0.94,"{""coordinates"": [1.3762420225, 17.0457122594], ""type"": ""Point""}",33.0
1038,1038,33.0,b,1.0,True,1.06,0.94,"{""coordinates"": [1.1037232126, 15.6062383317], ""type"": ""Point""}",33.0
1039,1039,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [2.1913296561, 12.176552739], ""type"": ""Point""}",132.0
1040,1040,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [2.4048418746, 14.0479821537], ""type"": ""Point""}",132.0
1041,1041,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [2.3061710268, 12.9557599474], ""type"": ""Point""}",132.0
1042,1042,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [2.3478203272, 9.9540356939], ""type"": ""Point""}",132.0
1043,1043,33.0,b,1.0,True,1.06,0.94,"{""coordinates"": [2.9386016916, 11.0064063282], ""type"": ""Point""}",33.0
1044,1044,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [1.5169060043, 10.1649127897], ""type"": ""Point""}",132.0
1045,1045,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [2.4009316835, 9.7284082432], ""type"": ""Point""}",132.0
1046,1046,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [2.4055817126, 10.4536109477], ""type"": ""Point""}",132.0
1047,1047,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [2.1311899522, 11.7918342561], ""type"": ""Point""}",132.0
1048,1048,33.0,b,1.0,True,1.06,0.94,"{""coordinates"": [2.6107407118, 13.0632104441], ""type"": ""Point""}",33.0
1049,1049,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [2.2843482433, 13.276101542], ""type"": ""Point""}",132.0
1050,1050,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [2.7496801914, 13.2793129638], ""type"": ""Point""}",132.0
1051,1051,33.0,b,1.0,True,1.06,0.94,"{""coordinates"": [2.9792250973, 14.783282255], ""type"": ""Point""}",33.0
1052,1052,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [2.4011515705, 10.840487836], ""type"": ""Point""}",132.0
1053,1053,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [2.5688164689, 10.3590061607], ""type"": ""Point""}",132.0
1054,1054,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [2.3491824083, 11.4570985498], ""type"": ""Point""}",132.0
1055,1055,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [2.0850258658, 11.4785770892], ""type"": ""Point""}",132.0
1056,1056,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [1.3257653911, 7.3815196115], ""type"": ""Point""}",132.0
1057,1057,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [1.3466461216, 7.7589911741], ""type"": ""Point""}",132.0
1058,1058,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [0.9614300007, 9.2682736689], ""type"": ""Point""}",132.0
1059,1059,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [0.867967467, 9.4123686594], ""type"": ""Point""}",132.0
1060,1060,33.0,b,1.0,True,1.06,0.94,"{""coordinates"": [1.6419389696, 6.6839961771], ""type"": ""Point""}",33.0
1061,1061,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [1.3871614415, 8.6793270989], ""type"": ""Point""}",132.0
1062,1062,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [1.6669995115, 15.3995718639], ""type"": ""Point""}",132.0
1063,1063,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [1.5134268342, 15.5112125272], ""type"": ""Point""}",132.0
1064,1064,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [0.9825355491, 11.4215034206], ""type"": ""Point""}",132.0
1065,1065,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [0.9193326059, 11.5921963374], ""type"": ""Point""}",132.0
1066,1066,33.0,b,1.0,True,1.06,0.94,"{""coordinates"": [1.6753621371, 12.2909313977], ""type"": ""Point""}",33.0
1067,1067,33.0,b,1.0,True,1.06,0.94,"{""coordinates"": [1.1378964036, 10.2617646271], ""type"": ""Point""}",33.0
1068,1068,11.0,b,1.0,True,1.06,0.94,"{""coordinates"": [2.1736991977, 17.4404702722], ""type"": ""Point""}",11.0
1069,1069,33.0,b,1.0,True,1.06,0.94,"{""coordinates"": [2.6624097016, 12.5256376106], ""type"": ""Point""}",33.0
1070,1070,11.0,b,1.0,True,1.06,0.94,"{""coordinates"": [2.8005300294, 12.0323138094], ""type"": ""Point""}",11.0
1071,1071,33.0,b,1.0,True,1.06,0.94,"{""coordinates"": [1.1181117672, 12.4726320821], ""type"": ""Point""}",33.0
1072,1072,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [2.5337934751, 14.9803472725], ""type"": ""Point""}",132.0
1073,1073,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [2.7449795588, 14.8133565557], ""type"": ""Point""}",132.0
1074,1074,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [2.4634911761, 12.8127835637], ""type"": ""Point""}",132.0
1075,1075,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [3.0387888532, 12.1434413343], ""type"": ""Point""}",132.0
1076,1076,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [2.0264560271, 9.1922580194], ""type"": ""Point""}",132.0
1077,1077,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [2.2262037964, 7.0243884349], ""type"": ""Point""}",132.0
1078,1078,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [1.8700480757, 8.9321381017], ""type"": ""Point""}",132.0
1079,1079,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [1.6704607254, 11.0973399285], ""type"": ""Point""}",132.0
1080,1080,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [1.4749818809, 10.7497047956], ""type"": ""Point""}",132.0
1081,1081,22.0,b,1.0,True,1.06,0.94,"{""coordinates"": [2.6592725477, 1.9262369335], ""type"": ""Point""}",22.0
1082,1082,22.0,b,1.0,True,1.06,0.94,"{""coordinates"": [3.1163087751, -0.018429371], ""type"": ""Point""}",22.0
1083,1083,22.0,b,1.0,True,1.06,0.94,"{""coordinates"": [2.7839545098, -0.0435694825], ""type"": ""Point""}",22.0
1084,1084,22.0,b,1.0,True,1.06,0.94,"{""coordinates"": [2.9010754046, -0.3505835779], ""type"": ""Point""}",22.0
1085,1085,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-16.8885223849, -1.2285076965], ""type"": ""Point""}",132.0
1086,1086,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-16.1246475699, -1.6753637607], ""type"": ""Point""}",132.0
1087,1087,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-16.718116127, -1.6575814587], ""type"": ""Point""}",132.0
1088,1088,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-15.6046557736, 0.476318854], ""type"": ""Point""}",132.0
1089,1089,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-16.5605196023, -1.2074463289], ""type"": ""Point""}",132.0
1090,1090,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-15.6546045751, -2.156090038], ""type"": ""Point""}",132.0
1091,1091,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-16.2599515166, -2.1373569922], ""type"": ""Point""}",132.0
1092,1092,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-13.2530793361, -1.6635209066], ""type"": ""Point""}",132.0
1093,1093,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-12.4583023592, -1.830837072], ""type"": ""Point""}",132.0
1094,1094,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-12.238168559, -1.874831475], ""type"": ""Point""}",132.0
1095,1095,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-13.0454397507, 2.8607838998], ""type"": ""Point""}",132.0
1096,1096,33.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-13.9364776867, 2.4180062718], ""type"": ""Point""}",33.0
1097,1097,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-12.4121546193, 2.303898611], ""type"": ""Point""}",132.0
1098,1098,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-12.3259454575, 0.7528613203], ""type"": ""Point""}",132.0
1099,1099,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-17.9320631053, 0.2114141531], ""type"": ""Point""}",132.0
1100,1100,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-17.7231901032, -0.0838253644], ""type"": ""Point""}",132.0
1101,1101,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-13.9823447068, -3.0425667865], ""type"": ""Point""}",132.0
1102,1102,33.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-14.7682513669, -4.3204853332], ""type"": ""Point""}",33.0
1103,1103,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-14.3398989487, -2.9082835575], ""type"": ""Point""}",132.0
1104,1104,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-12.5165214405, 4.6833575311], ""type"": ""Point""}",132.0
1105,1105,33.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-13.4403513831, 4.0073257252], ""type"": ""Point""}",33.0
1106,1106,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-12.4704062005, 4.4530532112], ""type"": ""Point""}",132.0
1107,1107,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-13.466942433, 0.9447567038], ""type"": ""Point""}",132.0
1108,1108,33.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-14.4420699826, -0.1051045689], ""type"": ""Point""}",33.0
1109,1109,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-13.7999835727, 1.1416693452], ""type"": ""Point""}",132.0
1110,1110,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-13.1860193589, 0.9172090914], ""type"": ""Point""}",132.0
1111,1111,33.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-14.0511935441, -0.5495577581], ""type"": ""Point""}",33.0
1112,1112,33.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-13.3524767057, -0.5786946837], ""type"": ""Point""}",33.0
1113,1113,33.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-12.9110782362, -0.7195466631], ""type"": ""Point""}",33.0
1114,1114,33.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-13.5325538866, -0.3547825337], ""type"": ""Point""}",33.0
1115,1115,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-14.011193045, -0.0530863538], ""type"": ""Point""}",132.0
1116,1116,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-13.4819835544, -0.7024479848], ""type"": ""Point""}",132.0
1117,1117,33.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-13.8558526004, -2.1928293241], ""type"": ""Point""}",33.0
1118,1118,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-12.4578086093, -3.6883489596], ""type"": ""Point""}",132.0
1119,1119,33.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-12.0966944495, -5.0537699916], ""type"": ""Point""}",33.0
1120,1120,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-12.8452515333, -5.1840865949], ""type"": ""Point""}",132.0
1121,1121,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-10.4866287485, 0.5350343269], ""type"": ""Point""}",132.0
1122,1122,33.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-10.3838720348, -1.0985909146], ""type"": ""Point""}",33.0
1123,1123,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-10.7866530538, 0.443992544], ""type"": ""Point""}",132.0
1124,1124,33.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-14.6147229056, -1.7956379145], ""type"": ""Point""}",33.0
1125,1125,33.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-13.731214589, -2.4753608016], ""type"": ""Point""}",33.0
1126,1126,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-16.0647414648, -3.9024421957], ""type"": ""Point""}",132.0
1127,1127,33.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-16.5034546156, -5.1421401798], ""type"": ""Point""}",33.0
1128,1128,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-17.0229744145, -4.526960491], ""type"": ""Point""}",132.0
1129,1129,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-16.0365269355, -5.2543159043], ""type"": ""Point""}",132.0
1130,1130,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-15.8635179899, -3.8207632823], ""type"": ""Point""}",132.0
1131,1131,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-16.6537485339, -3.425080628], ""type"": ""Point""}",132.0
1132,1132,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-16.3109164232, -1.4793107451], ""type"": ""Point""}",132.0
1133,1133,33.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-17.4401861392, -2.4273859081], ""type"": ""Point""}",33.0
1134,1134,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-16.9229102295, -1.0906419386], ""type"": ""Point""}",132.0
1135,1135,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-17.7168791673, 0.2189244036], ""type"": ""Point""}",132.0
1136,1136,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-16.4197728886, 0.5894097344], ""type"": ""Point""}",132.0
1137,1137,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-16.0292672224, 0.5822664524], ""type"": ""Point""}",132.0
1138,1138,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-15.4074219393, -0.3089504677], ""type"": ""Point""}",132.0
1139,1139,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-16.0790416993, 0.0893853188], ""type"": ""Point""}",132.0
1140,1140,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-16.4246312518, 0.9797918321], ""type"": ""Point""}",132.0
1141,1141,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-17.5512503032, 0.045176719], ""type"": ""Point""}",132.0
1142,1142,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-16.0629593737, 0.8182697691], ""type"": ""Point""}",132.0
1143,1143,33.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-15.0822174874, -0.0216512734], ""type"": ""Point""}",33.0
1144,1144,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-17.7737211088, 0.4689355614], ""type"": ""Point""}",132.0
1145,1145,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-15.5874015555, -0.0156272748], ""type"": ""Point""}",132.0
1146,1146,33.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-17.3115323991, -0.2591701362], ""type"": ""Point""}",33.0
1147,1147,33.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-12.7584552642, -3.1654864166], ""type"": ""Point""}",33.0
1148,1148,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-11.6543532403, -1.3091586533], ""type"": ""Point""}",132.0
1149,1149,33.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-10.7017761216, -1.3994823608], ""type"": ""Point""}",33.0
1150,1150,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-11.8255504156, 0.4240771549], ""type"": ""Point""}",132.0
1151,1151,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-11.0184880703, -0.1095188067], ""type"": ""Point""}",132.0
1152,1152,33.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-11.5138326177, -1.5281736675], ""type"": ""Point""}",33.0
1153,1153,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-10.9716280531, -1.9468798278], ""type"": ""Point""}",132.0
1154,1154,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-10.6053682313, -0.1123211379], ""type"": ""Point""}",132.0
1155,1155,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-10.5242601078, -1.9122692506], ""type"": ""Point""}",132.0
1156,1156,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-11.1315716206, -1.2145973347], ""type"": ""Point""}",132.0
1157,1157,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-11.5257331003, 0.3931686924], ""type"": ""Point""}",132.0
1158,1158,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-13.8193040107, -3.158431956], ""type"": ""Point""}",132.0
1159,1159,33.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-14.7498133986, -4.4500646777], ""type"": ""Point""}",33.0
1160,1160,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-13.236299836, -3.5666894172], ""type"": ""Point""}",132.0
1161,1161,33.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-12.9148932771, -4.9854839149], ""type"": ""Point""}",33.0
1162,1162,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-14.121652693, -4.9014744264], ""type"": ""Point""}",132.0
1163,1163,33.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-14.2597458199, -4.6354821397], ""type"": ""Point""}",33.0
1164,1164,33.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-12.3360993199, -4.9785644269], ""type"": ""Point""}",33.0
1165,1165,33.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-13.5432172898, -6.4079637933], ""type"": ""Point""}",33.0
1166,1166,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-13.5123383243, -4.9054723403], ""type"": ""Point""}",132.0
1167,1167,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-12.3680319053, -3.4302010978], ""type"": ""Point""}",132.0
1168,1168,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-13.0484930385, -3.5527235115], ""type"": ""Point""}",132.0
1169,1169,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-13.5291147104, -3.4318912936], ""type"": ""Point""}",132.0
1170,1170,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-12.7978046048, 1.0891892865], ""type"": ""Point""}",132.0
1171,1171,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-12.4981688936, 0.8313393104], ""type"": ""Point""}",132.0
1172,1172,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-12.1552381166, 0.5133396749], ""type"": ""Point""}",132.0
1173,1173,33.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-15.1043657186, -4.2303105844], ""type"": ""Point""}",33.0
1174,1174,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-15.357887784, -4.1359368835], ""type"": ""Point""}",132.0
1175,1175,33.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-15.2136826354, -5.481318699], ""type"": ""Point""}",33.0
1176,1176,33.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-12.2352521305, -1.0091116681], ""type"": ""Point""}",33.0
1177,1177,33.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-17.6208886144, -5.5802364778], ""type"": ""Point""}",33.0
1178,1178,33.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-15.786682733, -1.700505867], ""type"": ""Point""}",33.0
1179,1179,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-18.0248542641, -1.8809832615], ""type"": ""Point""}",132.0
1180,1180,33.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-17.7635857825, -2.4186306346], ""type"": ""Point""}",33.0
1181,1181,33.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-18.5325354275, -3.2636019658], ""type"": ""Point""}",33.0
1182,1182,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-17.2053017973, -2.9320819854], ""type"": ""Point""}",132.0
1183,1183,33.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-18.1773382702, -3.8259994935], ""type"": ""Point""}",33.0
1184,1184,33.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-17.5907419063, -4.2868103675], ""type"": ""Point""}",33.0
1185,1185,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-14.6398304969, 0.4071793618], ""type"": ""Point""}",132.0
1186,1186,33.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-14.1301254436, 2.0313800263], ""type"": ""Point""}",33.0
1187,1187,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-13.4831352257, 3.1020712279], ""type"": ""Point""}",132.0
1188,1188,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-14.6957784983, 2.4664648847], ""type"": ""Point""}",132.0
1189,1189,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-13.5658805071, 1.4681866944], ""type"": ""Point""}",132.0
1190,1190,33.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-11.869934255, -3.2222201676], ""type"": ""Point""}",33.0
1191,1191,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-12.3170721098, 4.9295679933], ""type"": ""Point""}",132.0
1192,1192,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-12.1155230967, 4.4243460559], ""type"": ""Point""}",132.0
1193,1193,33.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-15.9214583904, 1.6301788481], ""type"": ""Point""}",33.0
1194,1194,33.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-14.4952959638, -6.1618029364], ""type"": ""Point""}",33.0
1195,1195,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-13.2316169132, -4.9632154285], ""type"": ""Point""}",132.0
1196,1196,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-14.0174585133, -4.8218594902], ""type"": ""Point""}",132.0
1197,1197,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-13.5936154409, -0.1547272788], ""type"": ""Point""}",132.0
1198,1198,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-15.3467339472, 0.9513859552], ""type"": ""Point""}",132.0
1199,1199,11.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-12.5952150186, -1.1481400978], ""type"": ""Point""}",11.0
1200,1200,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-17.6527172451, -0.4152140533], ""type"": ""Point""}",132.0
1201,1201,33.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-18.4908513132, -1.455254006], ""type"": ""Point""}",33.0
1202,1202,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-17.3190193905, -0.7857725192], ""type"": ""Point""}",132.0
1203,1203,11.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-10.7133341459, -3.3540160737], ""type"": ""Point""}",11.0
1204,1204,11.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-11.1072192064, -3.3518757679], ""type"": ""Point""}",11.0
1205,1205,33.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-11.6893309723, -3.2627794187], ""type"": ""Point""}",33.0
1206,1206,33.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-14.2576025757, 2.013295009], ""type"": ""Point""}",33.0
1207,1207,33.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-13.9153498347, 1.5883052747], ""type"": ""Point""}",33.0
1208,1208,33.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-17.0515460373, -0.5198472651], ""type"": ""Point""}",33.0
1209,1209,33.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-16.6447876561, -3.0018919675], ""type"": ""Point""}",33.0
1210,1210,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-17.441968121, -2.9096598965], ""type"": ""Point""}",132.0
1211,1211,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-18.1016152836, -2.2093479043], ""type"": ""Point""}",132.0
1212,1212,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-12.5321023764, -0.9795535662], ""type"": ""Point""}",132.0
1213,1213,33.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-18.7864404649, -1.0060409355], ""type"": ""Point""}",33.0
1214,1214,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-17.3756408698, -0.514485171], ""type"": ""Point""}",132.0
1215,1215,33.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-18.4443750319, -1.6319423785], ""type"": ""Point""}",33.0
1216,1216,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-19.1316609822, 5.4402393124], ""type"": ""Point""}",132.0
1217,1217,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-19.1823720451, 4.8237129201], ""type"": ""Point""}",132.0
1218,1218,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-20.2736141576, 5.6883653946], ""type"": ""Point""}",132.0
1219,1219,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-21.2883336067, 6.8427361361], ""type"": ""Point""}",132.0
1220,1220,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-21.8842225071, 10.0978575927], ""type"": ""Point""}",132.0
1221,1221,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-21.1863112828, 11.7326862995], ""type"": ""Point""}",132.0
1222,1222,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-19.3344297946, 4.596865746], ""type"": ""Point""}",132.0
1223,1223,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-20.5539169184, 4.5223685045], ""type"": ""Point""}",132.0
1224,1224,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-20.6219441778, 5.1537686034], ""type"": ""Point""}",132.0
1225,1225,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-20.9881453986, 13.8281507409], ""type"": ""Point""}",132.0
1226,1226,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-21.7378718798, 15.1837290334], ""type"": ""Point""}",132.0
1227,1227,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-20.1548961092, 15.6269264623], ""type"": ""Point""}",132.0
1228,1228,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-21.0717858626, 13.3172217856], ""type"": ""Point""}",132.0
1229,1229,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-20.6633836857, 14.6549750363], ""type"": ""Point""}",132.0
